,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
516,Austin Rivers,SG,27,HOU,60,4,23.4,3.0,7.2,.421,1.4,3.9,.358,1.7,3.3,.495,.517,1.0,1.5,.667,0.4,2.0,2.4,1.6,0.7,0.2,0.6,1.9,8.5
517,Duncan Robinson,SF,25,MIA,65,60,30.0,4.4,9.4,.467,3.7,8.4,.448,0.7,1.1,.614,.665,0.7,0.8,.906,0.1,3.1,3.3,1.4,0.5,0.2,0.9,2.8,13.3
518,Glenn Robinson III,SF,26,TOT,60,52,29.1,4.7,9.6,.486,1.2,3.2,.387,3.5,6.5,.535,.550,1.2,1.4,.867,1.3,3.0,4.3,1.6,0.9,0.3,0.9,1.6,11.8
519,Glenn Robinson III,SF,26,GSW,48,48,31.6,5.1,10.6,.481,1.4,3.5,.400,3.7,7.0,.522,.548,1.3,1.5,.851,1.4,3.3,4.7,1.8,0.9,0.3,1.0,1.7,12.9
520,Glenn Robinson III,SF,26,PHI,12,4,18.9,3.1,5.9,.521,0.5,1.8,.286,2.6,4.2,.620,.563,0.8,0.8,1.000,1.0,1.8,2.8,0.9,0.7,0.2,0.3,1.3,7.4
521,Jerome Robinson,SG,22,TOT,55,4,13.6,1.4,3.9,.347,0.6,1.9,.298,0.8,2.0,.393,.419,0.4,0.5,.690,0.2,1.8,1.9,1.2,0.4,0.3,0.6,1.5,3.7
522,Jerome Robinson,SG,22,LAC,42,1,11.3,1.1,3.2,.338,0.5,1.6,.284,0.6,1.6,.391,.408,0.3,0.5,.579,0.1,1.3,1.4,1.1,0.3,0.2,0.6,1.3,2.9
523,Jerome Robinson,SG,22,WAS,13,3,20.9,2.2,6.2,.363,0.9,2.8,.324,1.3,3.3,.395,.438,0.7,0.8,.900,0.3,3.2,3.5,1.5,0.7,0.5,0.6,2.2,6.1
524,Justin Robinson,PG,22,WAS,9,0,5.4,0.6,1.3,.417,0.3,0.6,.600,0.2,0.8,.286,.542,0.0,0.0,,0.1,0.4,0.6,0.8,0.0,0.1,0.3,0.2,1.4
525,Mitchell Robinson,C,21,NYK,61,7,23.1,4.1,5.6,.742,0.0,0.0,,4.1,5.6,.742,.742,1.4,2.4,.568,3.0,4.0,7.0,0.6,0.9,2.0,0.6,3.2,9.7
526,Isaiah Roby,SF,21,OKC,3,0,3.7,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.7,0.7,0.0,0.0,0.0,0.3,0.3,0.0
527,Rajon Rondo,PG,33,LAL,48,3,20.5,2.9,6.8,.418,0.9,2.6,.328,2.0,4.2,.473,.480,0.6,0.9,.659,0.5,2.5,3.0,5.0,0.8,0.0,1.9,1.2,7.1
528,Derrick Rose,PG,31,DET,50,15,26.0,7.4,15.1,.490,0.9,2.9,.306,6.5,12.1,.535,.520,2.4,2.8,.871,0.5,1.9,2.4,5.6,0.8,0.3,2.5,1.0,18.1
529,Terrence Ross,SG,28,ORL,63,0,27.3,5.0,12.3,.407,2.6,7.2,.357,2.4,5.1,.477,.511,2.2,2.6,.845,0.2,3.0,3.2,1.2,1.1,0.3,1.0,1.5,14.8
530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,Terry Rozier,PG,25,CHO,63,63,34.3,6.3,14.9,.423,2.7,6.7,.407,3.6,8.2,.436,.514,2.6,3.0,.874,0.8,3.6,4.4,4.1,1.0,0.2,2.2,2.0,18.0
532,Ricky Rubio,PG,29,PHO,57,57,31.6,4.4,10.7,.412,1.2,3.3,.351,3.3,7.4,.440,.466,3.1,3.6,.853,0.7,3.9,4.6,8.9,1.5,0.2,2.7,2.5,13.1
533,D'Angelo Russell,PG,23,TOT,45,45,32.3,8.0,18.8,.426,3.5,9.6,.367,4.5,9.2,.487,.519,3.6,4.4,.809,0.4,3.6,3.9,6.3,1.1,0.3,3.3,1.9,23.1
534,D'Angelo Russell,PG,23,GSW,33,33,32.1,8.3,19.2,.430,3.6,9.7,.374,4.6,9.5,.487,.524,3.4,4.4,.785,0.4,3.3,3.7,6.2,0.9,0.3,3.1,1.9,23.6
535,D'Angelo Russell,PG,23,MIN,12,12,32.7,7.3,17.6,.412,3.2,9.2,.345,4.1,8.4,.485,.502,4.0,4.6,.873,0.3,4.3,4.6,6.6,1.4,0.3,3.8,1.8,21.7
536,Domantas Sabonis,C,23,IND,62,62,34.8,7.4,13.7,.540,0.3,1.1,.254,7.1,12.6,.565,.550,3.5,4.8,.723,3.0,9.4,12.4,5.0,0.8,0.5,2.7,3.1,18.5
537,Luka Šamanić,PF,20,SAS,1,0,12.0,0.0,4.0,.000,0.0,2.0,.000,0.0,2.0,.000,.000,0.0,0.0,,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
538,JaKarr Sampson,SF,26,IND,26,10,13.1,1.8,3.1,.593,0.1,0.5,.154,1.8,2.6,.676,.605,0.4,0.8,.550,0.6,1.7,2.3,0.3,0.3,0.3,0.3,1.7,4.2
539,Dario Šarić,PF,25,PHO,58,50,24.8,3.7,8.1,.462,1.3,3.7,.341,2.5,4.4,.563,.539,1.4,1.6,.832,1.5,4.4,5.9,1.9,0.6,0.3,1.2,2.3,10.1
540,Tomáš Satoranský,PG,28,CHI,65,64,28.9,3.6,8.5,.430,1.0,3.1,.322,2.7,5.4,.491,.488,1.6,1.9,.876,1.2,2.7,3.9,5.4,1.2,0.1,2.0,2.1,9.9
541,Admiral Schofield,SF,22,WAS,27,2,10.9,1.1,2.8,.400,0.5,1.7,.298,0.6,1.0,.571,.493,0.3,0.5,.692,0.2,1.0,1.3,0.5,0.3,0.1,0.3,1.5,3.1
542,Dennis Schröder,PG,26,OKC,63,1,31.0,7.0,15.0,.468,1.9,5.1,.381,5.1,9.9,.512,.532,3.1,3.7,.839,0.3,3.4,3.7,4.1,0.7,0.2,2.5,2.2,19.0
543,Mike Scott,PF,31,PHI,63,10,17.8,2.1,5.1,.408,1.2,3.2,.358,0.9,1.8,.496,.522,0.4,0.5,.833,0.9,2.7,3.6,0.8,0.3,0.1,0.4,1.3,5.7
544,Thabo Sefolosha,PF,35,HOU,41,0,10.6,0.9,2.2,.407,0.4,1.3,.278,0.5,0.9,.595,.489,0.1,0.2,.375,0.5,1.8,2.3,0.6,0.6,0.3,0.4,1.0,2.2
545,Collin Sexton,SG,21,CLE,65,65,33.0,7.9,16.7,.472,1.5,3.9,.380,6.4,12.8,.501,.517,3.5,4.1,.846,0.9,2.2,3.1,3.0,1.0,0.1,2.4,2.2,20.8
546,Landry Shamet,SG,22,LAC,47,27,27.5,3.1,7.5,.416,2.2,5.7,.392,0.9,1.8,.494,.566,1.2,1.3,.905,0.1,1.8,1.9,1.9,0.4,0.2,0.8,2.8,9.7
547,Marial Shayok,SG,24,PHI,2,0,5.0,0.5,2.5,.200,0.5,1.5,.333,0.0,1.0,.000,.300,0.0,0.0,,0.0,1.5,1.5,0.5,0.0,0.0,0.5,0.0,1.5
548,Iman Shumpert,SG,29,BRK,13,0,18.5,1.6,4.9,.328,0.6,2.5,.242,1.0,2.4,.419,.391,0.3,0.5,.571,0.7,1.9,2.6,0.9,0.9,0.2,0.8,1.6,4.2
549,Pascal Siakam,PF,25,TOR,53,53,35.5,8.7,18.9,.459,2.2,6.0,.359,6.5,12.8,.506,.517,4.2,5.2,.800,1.1,6.5,7.5,3.6,1.0,0.9,2.5,2.8,23.6
550,Chris Silva,PF,23,MIA,41,0,7.5,1.0,1.7,.623,0.0,0.0,.000,1.0,1.6,.642,.623,0.8,1.2,.694,1.3,1.3,2.7,0.5,0.2,0.4,0.8,2.0,2.9
551,Ben Simmons,PG,23,PHI,54,54,35.7,6.7,11.4,.585,0.0,0.1,.333,6.6,11.3,.588,.587,3.3,5.3,.627,2.0,5.8,7.8,8.2,2.1,0.6,3.6,3.2,16.7
552,Anfernee Simons,SG,20,POR,65,4,21.5,3.2,8.1,.402,1.1,3.4,.338,2.1,4.7,.448,.472,1.2,1.4,.826,0.4,1.9,2.3,1.5,0.4,0.2,0.9,2.0,8.8
553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,Alen Smailagić,PF,19,GSW,14,0,9.9,1.4,2.9,.500,0.2,0.9,.231,1.2,1.9,.630,.538,1.1,1.4,.842,0.7,1.2,1.9,0.9,0.2,0.3,0.8,1.0,4.2
555,Marcus Smart,SG,25,BOS,53,39,32.5,4.5,11.9,.380,2.4,6.9,.348,2.1,5.0,.424,.481,2.0,2.4,.835,0.8,3.1,3.8,4.8,1.6,0.5,1.7,2.7,13.5
556,Dennis Smith Jr.,PG,22,NYK,34,3,15.8,2.1,6.2,.341,0.5,1.6,.296,1.6,4.6,.357,.379,0.8,1.6,.509,0.6,1.7,2.3,2.9,0.8,0.2,1.7,1.9,5.5
557,Ish Smith,PG,31,WAS,60,19,26.2,4.4,9.7,.451,0.9,2.5,.367,3.5,7.2,.480,.498,0.8,1.2,.686,0.5,2.7,3.2,4.8,0.9,0.4,1.3,1.4,10.5
558,Zhaire Smith,SG,20,PHI,7,0,4.6,0.4,1.6,.273,0.0,0.4,.000,0.4,1.1,.375,.273,0.3,0.6,.500,0.0,0.3,0.3,0.3,0.4,0.0,0.3,0.6,1.1
559,Tony Snell,SF,28,DET,59,57,27.8,2.9,6.5,.445,1.7,4.3,.402,1.2,2.2,.531,.579,0.5,0.5,1.000,0.2,1.7,1.9,2.2,0.5,0.3,0.5,1.7,8.0
560,Omari Spellman,PF,22,GSW,49,3,18.1,2.6,6.0,.431,0.9,2.2,.391,1.7,3.8,.454,.503,1.5,1.9,.793,1.6,2.9,4.5,1.0,0.7,0.5,1.1,1.3,7.6
561,Max Strus,SG,23,CHI,2,0,3.0,1.0,1.5,.667,0.0,0.5,.000,1.0,1.0,1.000,.667,0.5,0.5,1.000,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,2.5
562,Edmond Sumner,PG,24,IND,25,2,13.8,1.9,4.4,.423,0.4,1.5,.263,1.5,2.9,.507,.468,0.4,0.6,.667,0.4,1.1,1.5,1.6,0.6,0.3,0.8,1.4,4.6
563,Caleb Swanigan,PF,22,TOT,27,1,10.7,1.0,1.7,.596,0.0,0.1,.000,1.0,1.7,.622,.596,0.3,0.6,.529,1.0,2.7,3.7,1.1,0.1,0.3,1.4,2.3,2.4
564,Caleb Swanigan,PF,22,SAC,7,0,3.3,0.3,0.6,.500,0.0,0.0,,0.3,0.6,.500,.500,0.1,0.3,.500,0.3,0.7,1.0,0.3,0.1,0.3,0.9,1.1,0.7
565,Caleb Swanigan,PF,22,POR,20,1,13.3,1.3,2.2,.605,0.0,0.1,.000,1.3,2.1,.634,.605,0.4,0.8,.533,1.3,3.4,4.7,1.5,0.1,0.3,1.6,2.7,3.0
566,Jayson Tatum,PF,21,BOS,59,59,34.6,8.5,18.9,.448,2.8,7.1,.398,5.6,11.7,.479,.523,3.8,4.7,.806,1.0,6.1,7.1,2.9,1.4,0.9,2.2,2.1,23.6
567,Jeff Teague,PG,31,TOT,59,17,24.8,3.6,8.3,.436,0.7,2.0,.368,2.9,6.3,.457,.480,2.9,3.3,.873,0.5,1.9,2.4,5.2,0.7,0.3,2.0,1.8,10.9
568,Jeff Teague,PG,31,MIN,34,13,27.8,4.3,9.5,.448,1.0,2.6,.379,3.3,7.0,.473,.498,3.7,4.2,.868,0.4,2.1,2.6,6.1,0.7,0.4,2.2,2.1,13.2
569,Jeff Teague,PG,31,ATL,25,4,20.8,2.7,6.6,.412,0.4,1.2,.333,2.3,5.4,.430,.442,1.9,2.1,.887,0.5,1.7,2.2,4.0,0.8,0.2,1.6,1.4,7.7
570,Garrett Temple,SG,33,BRK,55,31,28.1,3.6,9.5,.378,2.0,6.3,.324,1.6,3.2,.483,.485,1.0,1.3,.767,0.5,2.9,3.5,2.6,0.8,0.5,1.0,1.7,10.3
571,Daniel Theis,C,27,BOS,58,57,23.8,3.7,6.6,.565,0.4,1.4,.321,3.3,5.2,.631,.599,1.4,1.8,.764,2.2,4.3,6.6,1.6,0.6,1.3,0.8,3.5,9.3
572,Isaiah Thomas,PG,30,WAS,40,37,23.1,4.4,10.7,.408,2.0,4.7,.413,2.4,5.9,.405,.500,1.6,1.9,.816,0.3,1.4,1.7,3.7,0.3,0.2,1.9,1.9,12.2
573,Khyri Thomas,SG,23,DET,8,0,7.6,0.6,2.1,.294,0.6,1.8,.357,0.0,0.4,.000,.441,0.3,0.5,.500,0.1,0.0,0.1,0.4,0.4,0.0,0.4,1.1,2.1
574,Matt Thomas,SG,25,TOR,33,0,9.7,1.6,3.4,.486,1.1,2.3,.467,0.6,1.1,.528,.644,0.2,0.3,.700,0.2,1.2,1.5,0.5,0.2,0.0,0.4,0.9,4.5
575,Tristan Thompson,C,28,CLE,57,51,30.2,5.1,9.9,.512,0.2,0.4,.391,4.9,9.5,.518,.520,1.7,2.8,.615,4.0,6.2,10.1,2.1,0.6,0.9,1.8,2.2,12.0
576,Matisse Thybulle,SG,22,PHI,57,13,19.5,1.7,4.1,.410,0.9,2.5,.352,0.8,1.6,.500,.517,0.4,0.7,.610,0.6,0.9,1.5,1.2,1.4,0.7,0.8,2.1,4.7
577,Anthony Tolliver,PF,34,TOT,47,9,15.6,1.1,3.3,.348,0.8,2.6,.322,0.3,0.7,.441,.474,0.4,0.5,.720,0.6,2.2,2.8,0.7,0.3,0.2,0.6,1.4,3.5
578,Anthony Tolliver,PF,34,POR,33,9,16.8,1.3,3.5,.368,0.9,2.7,.337,0.4,0.8,.464,.496,0.4,0.6,.684,0.8,2.5,3.3,0.9,0.2,0.3,0.6,1.6,3.9
579,Anthony Tolliver,PF,34,SAC,9,0,9.1,0.3,1.9,.176,0.2,1.7,.133,0.1,0.2,.500,.235,0.1,0.2,.500,0.2,1.0,1.2,0.3,0.4,0.1,0.4,0.7,1.0
580,Anthony Tolliver,PF,34,MEM,5,0,19.2,1.6,4.2,.381,1.4,3.4,.412,0.2,0.8,.250,.548,0.8,0.8,1.000,0.2,2.2,2.4,0.2,0.6,0.2,1.0,0.8,5.4
581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,Juan Toscano-Anderson,SF,26,GSW,13,6,20.9,2.2,4.8,.460,0.6,1.8,.348,1.6,3.1,.525,.524,0.2,0.4,.600,0.7,3.3,4.0,2.0,1.0,0.4,1.2,2.3,5.3
583,Karl-Anthony Towns,C,24,MIN,35,35,33.9,9.0,17.8,.508,3.3,7.9,.412,5.8,9.9,.586,.600,5.1,6.5,.796,2.7,8.1,10.8,4.4,0.9,1.2,3.1,3.3,26.5
584,Gary Trent Jr.,SG,21,POR,53,8,20.0,2.8,6.6,.426,1.5,3.8,.388,1.3,2.8,.477,.537,0.6,0.7,.833,0.4,1.3,1.7,0.9,0.7,0.2,0.4,1.3,7.7
585,Allonzo Trier,PG,24,NYK,24,1,12.1,2.1,4.4,.481,0.8,2.2,.358,1.3,2.2,.604,.571,1.4,1.8,.791,0.3,1.0,1.2,1.2,0.1,0.2,0.9,1.2,6.5
586,P.J. Tucker,PF,34,HOU,64,64,34.4,2.5,5.8,.433,1.5,4.0,.370,1.0,1.8,.573,.560,0.6,0.7,.841,1.6,5.3,6.9,1.6,1.1,0.5,1.0,3.3,7.1
587,Rayjon Tucker,SG,22,UTA,14,0,5.6,0.6,1.4,.421,0.0,0.4,.000,0.6,0.9,.615,.421,0.2,0.4,.600,0.1,0.8,0.9,0.1,0.1,0.0,0.2,0.5,1.4
588,Evan Turner,PG,31,ATL,19,0,13.2,1.3,3.5,.373,0.0,0.3,.000,1.3,3.3,.403,.373,0.6,0.7,.857,0.4,1.6,2.0,2.0,0.5,0.4,1.4,1.1,3.3
589,Myles Turner,C,23,IND,55,55,29.6,4.2,9.4,.451,1.4,4.2,.336,2.8,5.2,.542,.525,2.0,2.6,.750,1.3,5.3,6.5,1.1,0.8,2.2,1.2,2.5,11.8
590,Jarrod Uthoff,SF,26,MEM,4,0,3.5,0.3,1.8,.143,0.0,1.0,.000,0.3,0.8,.333,.143,0.5,0.5,1.000,0.3,0.0,0.3,0.0,0.3,0.0,0.0,0.3,1.0
591,Jonas Valančiūnas,C,27,MEM,62,62,26.3,6.2,10.6,.586,0.5,1.3,.367,5.7,9.3,.616,.608,2.0,2.7,.732,3.1,8.2,11.2,1.8,0.4,1.1,1.7,2.6,14.9
592,Denzel Valentine,SF,26,CHI,36,5,13.6,2.7,6.6,.409,1.3,3.8,.336,1.4,2.8,.510,.506,0.2,0.2,.750,0.3,1.8,2.1,1.2,0.7,0.2,0.7,1.4,6.8
593,Jarred Vanderbilt,SF-PF,20,TOT,11,0,4.2,0.5,0.7,.625,0.0,0.1,.000,0.5,0.6,.714,.625,0.2,0.2,1.000,0.3,0.5,0.8,0.2,0.3,0.1,0.6,0.5,1.1
594,Jarred Vanderbilt,SF,20,DEN,9,0,4.6,0.6,0.8,.714,0.0,0.0,,0.6,0.8,.714,.714,0.0,0.0,,0.3,0.6,0.9,0.2,0.3,0.1,0.8,0.7,1.1
595,Jarred Vanderbilt,PF,20,MIN,2,0,2.5,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,1.0,1.0,1.000,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0
596,Fred VanVleet,PG,25,TOR,48,48,35.8,6.0,14.6,.409,2.7,7.0,.388,3.3,7.6,.430,.503,2.9,3.5,.843,0.4,3.4,3.8,6.6,1.9,0.3,2.3,2.5,17.6
597,Gabe Vincent,PG,23,MIA,6,0,7.0,0.7,3.2,.211,0.7,2.7,.250,0.0,0.5,.000,.316,0.0,0.0,,0.0,0.5,0.5,0.5,0.2,0.0,0.0,0.3,2.0
598,Noah Vonleh,C-PF,24,TOT,33,1,11.0,1.5,2.7,.562,0.1,0.5,.200,1.4,2.2,.635,.579,0.7,0.9,.800,1.1,2.6,3.7,0.8,0.3,0.2,0.6,1.2,3.8
599,Noah Vonleh,C,24,MIN,29,1,12.0,1.6,3.0,.547,0.1,0.5,.143,1.6,2.5,.625,.558,0.8,1.0,.821,1.2,2.8,4.0,0.9,0.4,0.2,0.7,1.2,4.1
600,Noah Vonleh,PF,24,DEN,4,0,4.3,0.8,0.8,1.000,0.3,0.3,1.000,0.5,0.5,1.000,1.167,0.3,0.5,.500,0.8,1.0,1.8,0.3,0.0,0.0,0.5,0.5,2.0
601,Nikola Vučević,C,29,ORL,54,54,32.6,7.9,16.9,.470,1.5,4.6,.329,6.4,12.2,.523,.515,2.1,2.7,.781,2.4,8.6,11.0,3.7,0.9,0.9,1.4,2.2,19.5
602,Dean Wade,PF,23,CLE,12,0,5.9,0.8,1.1,.692,0.2,0.3,.500,0.6,0.8,.778,.769,0.0,0.1,.000,0.3,1.3,1.6,0.2,0.2,0.3,0.3,0.7,1.7
603,Moritz Wagner,C,22,WAS,37,5,19.1,3.5,6.2,.575,0.6,1.8,.343,2.9,4.4,.671,.625,1.8,2.2,.817,1.4,3.8,5.2,1.3,0.6,0.5,1.5,3.6,9.5
604,Dion Waiters,SG,28,MIA,3,0,14.0,3.3,8.7,.385,2.7,5.7,.471,0.7,3.0,.222,.538,0.0,0.3,.000,0.0,3.7,3.7,1.0,0.0,0.7,1.0,1.7,9.3
605,Kemba Walker,PG,29,BOS,50,50,31.8,7.0,16.6,.421,3.3,8.8,.377,3.7,7.9,.470,.520,3.9,4.5,.867,0.7,3.4,4.1,4.9,0.9,0.5,2.1,1.5,21.2
606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,Lonnie Walker,SG,21,SAS,53,4,14.5,2.2,5.0,.434,0.5,1.3,.408,1.6,3.7,.444,.489,0.7,1.0,.717,0.4,1.8,2.2,0.9,0.5,0.2,0.6,1.3,5.6
608,Tyrone Wallace,SG,25,ATL,14,0,11.4,1.0,3.1,.318,0.1,1.1,.067,0.9,2.1,.448,.330,0.8,1.2,.647,0.2,1.4,1.6,0.9,0.5,0.1,0.7,1.4,2.9
609,Taurean Prince,SF,25,BRK,64,61,29.0,4.3,11.5,.376,2.3,6.7,.339,2.1,4.8,.429,.475,1.1,1.4,.798,0.8,5.2,6.0,1.8,0.9,0.4,2.0,2.5,12.1
610,Derrick Walton,PG,24,TOT,26,1,9.5,0.7,1.5,.462,0.4,0.9,.417,0.3,0.6,.533,.590,0.3,0.3,.778,0.1,0.5,0.6,1.0,0.3,0.0,0.2,0.8,2.0
611,Derrick Walton,PG,24,LAC,23,1,9.7,0.7,1.6,.472,0.4,0.9,.429,0.3,0.7,.533,.597,0.3,0.4,.778,0.1,0.6,0.7,1.0,0.2,0.0,0.2,0.8,2.2
612,Derrick Walton,PG,24,DET,3,0,8.7,0.3,1.0,.333,0.3,1.0,.333,0.0,0.0,,.500,0.0,0.0,,0.0,0.3,0.3,1.7,1.0,0.0,0.3,0.7,1.0
613,Brad Wanamaker,PG,30,BOS,63,1,19.3,2.2,5.0,.428,0.5,1.4,.367,1.6,3.6,.452,.480,1.7,1.8,.931,0.3,1.7,2.0,2.5,0.8,0.2,1.1,1.9,6.6
614,T.J. Warren,SF,26,IND,61,61,32.5,7.5,14.2,.529,1.1,3.0,.375,6.4,11.2,.571,.569,2.5,3.0,.812,1.0,3.0,4.0,1.4,1.1,0.4,1.3,2.8,18.7
615,P.J. Washington,PF,21,CHO,58,57,30.3,4.6,10.2,.455,1.5,4.0,.374,3.1,6.2,.507,.528,1.5,2.3,.647,1.0,4.4,5.4,2.1,0.9,0.8,1.6,2.7,12.2
616,Yuta Watanabe,SG,25,MEM,16,0,6.2,0.8,1.8,.414,0.2,0.5,.375,0.6,1.3,.429,.466,0.2,0.5,.375,0.4,0.7,1.1,0.3,0.3,0.1,0.1,0.6,1.9
617,Tremont Waters,PG,22,BOS,10,0,8.9,1.2,3.5,.343,0.3,1.7,.176,0.9,1.8,.500,.386,0.6,0.6,1.000,0.0,0.9,0.9,1.2,0.5,0.2,1.0,1.1,3.3
618,Paul Watson,SF-SG,25,TOT,5,0,5.0,0.0,1.6,.000,0.0,0.8,.000,0.0,0.8,.000,.000,0.2,0.4,.500,0.0,0.8,0.8,1.0,0.2,0.2,0.0,0.2,0.2
619,Paul Watson,SG,25,ATL,2,0,8.5,0.0,3.5,.000,0.0,1.5,.000,0.0,2.0,.000,.000,0.0,0.0,,0.0,1.0,1.0,1.5,0.5,0.0,0.0,0.5,0.0
620,Paul Watson,SF,25,TOR,3,0,2.7,0.0,0.3,.000,0.0,0.3,.000,0.0,0.0,,.000,0.3,0.7,.500,0.0,0.7,0.7,0.7,0.0,0.3,0.0,0.0,0.3
621,Quinndary Weatherspoon,SG,23,SAS,3,0,5.0,0.0,1.0,.000,0.0,0.3,.000,0.0,0.7,.000,.000,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0
622,Russell Westbrook,PG,31,HOU,53,53,35.9,10.7,22.6,.474,1.0,3.8,.254,9.8,18.8,.518,.495,5.1,6.5,.777,1.8,6.3,8.0,7.0,1.7,0.3,4.5,3.5,27.5
623,Coby White,SG,19,CHI,65,1,25.8,4.8,12.2,.394,2.0,5.8,.354,2.8,6.4,.430,.478,1.6,2.0,.791,0.4,3.1,3.5,2.7,0.8,0.1,1.7,1.8,13.2
624,Derrick White,SG,25,SAS,61,13,24.1,3.5,7.6,.459,0.9,2.6,.356,2.6,5.0,.513,.520,2.5,2.9,.857,0.5,2.7,3.2,3.4,0.6,0.9,1.2,2.2,10.4
625,Hassan Whiteside,C,30,POR,61,61,31.3,6.9,11.1,.618,0.1,0.1,.571,6.8,11.0,.619,.621,2.5,3.7,.680,4.0,10.2,14.2,1.2,0.4,3.1,1.9,2.9,16.3
626,Andrew Wiggins,SF-SG,24,TOT,54,54,34.4,8.1,18.1,.447,2.1,6.2,.332,6.0,11.9,.506,.504,3.5,5.0,.709,1.2,3.9,5.1,3.7,0.8,1.0,2.4,2.4,21.8
627,Andrew Wiggins,SF,24,MIN,42,42,34.6,8.4,18.8,.444,2.2,6.5,.331,6.2,12.3,.505,.502,3.5,4.9,.720,1.1,4.1,5.2,3.7,0.7,0.9,2.5,2.4,22.4
628,Andrew Wiggins,SG,24,GSW,12,12,33.6,7.2,15.7,.457,1.7,4.9,.339,5.5,10.8,.512,.511,3.4,5.1,.672,1.5,3.1,4.6,3.6,1.3,1.4,2.1,2.2,19.4
629,Grant Williams,PF,21,BOS,62,5,15.6,1.3,3.1,.417,0.3,1.4,.247,1.0,1.7,.551,.471,0.6,0.8,.725,0.9,1.7,2.7,1.0,0.5,0.5,0.7,2.4,3.5
630,Johnathan Williams,C,24,WAS,11,5,12.3,1.5,2.3,.640,0.0,0.2,.000,1.5,2.1,.696,.640,0.3,0.5,.600,1.4,2.5,3.9,0.5,0.1,0.5,0.4,1.0,3.2
631,Kenrich Williams,PF,25,NOP,35,18,22.3,1.4,4.1,.343,0.7,2.7,.260,0.7,1.3,.511,.430,0.3,0.7,.375,1.4,3.7,5.1,1.5,0.7,0.6,0.6,2.3,3.8
632,Lou Williams,SG,33,LAC,60,8,29.3,6.1,14.7,.416,1.8,4.9,.363,4.3,9.8,.442,.476,4.6,5.4,.863,0.5,2.6,3.1,5.7,0.7,0.2,2.9,1.3,18.7
633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,Marvin Williams,PF,33,TOT,52,1,19.4,2.1,4.8,.442,1.0,2.8,.361,1.1,2.0,.552,.546,0.9,1.0,.870,0.4,2.5,2.8,1.1,0.7,0.5,0.5,1.8,6.1
635,Marvin Williams,PF,33,CHO,41,1,19.7,2.3,5.1,.448,1.1,2.9,.376,1.2,2.3,.538,.552,1.0,1.2,.860,0.4,2.3,2.7,1.0,0.6,0.5,0.6,1.7,6.7
636,Marvin Williams,PF,33,MIL,11,0,18.5,1.5,3.5,.410,0.7,2.5,.296,0.7,1.1,.667,.513,0.4,0.4,1.000,0.5,3.1,3.5,1.4,0.8,0.4,0.3,2.1,4.0
637,Robert Williams,C,22,BOS,23,1,14.0,1.8,2.7,.677,0.0,0.0,,1.8,2.7,.677,.677,0.6,1.1,.560,1.5,3.2,4.7,1.0,0.9,1.2,0.9,1.7,4.3
638,Nigel Williams-Goss,PG,25,UTA,9,0,3.1,0.1,0.8,.143,0.0,0.2,.000,0.1,0.6,.200,.143,0.2,0.2,1.000,0.2,0.3,0.6,0.6,0.1,0.1,0.2,0.2,0.4
639,Zion Williamson,PF,19,NOP,19,19,29.7,9.1,15.4,.589,0.3,0.7,.462,8.7,14.7,.595,.599,5.2,8.0,.645,2.9,3.9,6.8,2.2,0.8,0.5,2.7,1.7,23.6
640,D.J. Wilson,PF,23,MIL,31,0,9.0,1.3,3.3,.396,0.5,1.8,.255,0.8,1.5,.565,.465,0.2,0.3,.667,0.3,1.9,2.2,0.7,0.1,0.2,0.5,0.8,3.2
641,Justise Winslow,SF,23,MIA,11,5,32.0,4.5,11.7,.388,0.5,2.5,.222,4.0,9.3,.431,.411,1.6,2.5,.667,1.5,5.2,6.6,4.0,0.6,0.5,2.2,3.5,11.3
642,Christian Wood,PF,24,DET,62,12,21.4,4.6,8.2,.567,0.9,2.3,.386,3.8,5.9,.636,.620,2.9,3.9,.744,1.7,4.6,6.3,1.0,0.5,0.9,1.4,1.6,13.1
643,Delon Wright,SG,27,DAL,65,5,21.7,2.8,5.9,.470,0.7,1.8,.385,2.1,4.1,.508,.529,1.1,1.4,.789,1.0,3.0,4.0,3.4,1.2,0.3,1.0,1.3,7.3
644,Justin Wright-Foreman,PG,22,UTA,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
